Capacitance,Inductance,Resonance Frequency
1.02E-15,2.05376E-09,1.09963E+11
1.07E-15,2.38679E-09,99591186189
8.82E-16,2.62073E-09,1.04683E+11
1.05E-15,2.53352E-09,97580597163
9.41E-16,2.45061E-09,1.04807E+11
9.55E-16,2.42396E-09,1.04606E+11
1.15E-15,1.928E-09,1.06885E+11
1.05E-15,2.07737E-09,1.07763E+11
1.03E-15,1.9578E-09,1.12077E+11
1.16E-15,2.46825E-09,94058205467
1.37E-15,2.55177E-09,85121446061
8.47E-16,2.226E-09,1.15909E+11
1.15E-15,2.47638E-09,94311121241
7.78E-16,2.88199E-09,1.06288E+11
9.21E-16,2.35847E-09,1.07988E+11
8.70E-16,1.91593E-09,1.23274E+11
9.97E-16,2.89211E-09,93727054338
5.09E-16,2.07278E-09,1.54948E+11
7.33E-16,1.94271E-09,1.33372E+11
6.18E-16,2.4636E-09,1.28986E+11
6.34E-16,2.70037E-09,1.21636E+11
2.08E-15,2.4998E-09,69796858425
1.21E-15,2.16994E-09,98220870294
7.92E-16,2.61512E-09,1.10589E+11
1.21E-15,2.37913E-09,93803424873
1.41E-15,2.75456E-09,80757748172
1.24E-15,1.95769E-09,1.0215E+11
1.03E-15,2.79464E-09,93807665774
1.22E-15,2.07799E-09,99958114901
6.98E-16,2.43525E-09,1.22073E+11
1.14E-15,2.12864E-09,1.02168E+11
1.15E-15,1.97782E-09,1.0553E+11
5.41E-16,2.47436E-09,1.37559E+11
3.22E-16,2.13795E-09,1.9182E+11
9.80E-16,1.94131E-09,1.15388E+11
8.13E-16,2.50012E-09,1.11634E+11
9.86E-16,2.82989E-09,95278992942
1.35E-15,2.08459E-09,94873070730
1.25E-15,2.27505E-09,94377819803
8.33E-16,2.38155E-09,1.12997E+11
8.08E-16,1.99859E-09,1.25243E+11
9.65E-16,2.1378E-09,1.10808E+11
1.14E-15,2.44788E-09,95273628729
6.84E-16,2.32257E-09,1.26272E+11
1.54E-15,1.93183E-09,92273177796
8.98E-16,2.16265E-09,1.14206E+11
9.15E-16,2.0705E-09,1.1563E+11
9.06E-16,2.03369E-09,1.1725E+11
1.15E-15,2.04126E-09,1.03878E+11
5.53E-16,2.37787E-09,1.38792E+11
6.30E-16,1.94875E-09,1.43639E+11
1.16E-15,2.13518E-09,1.01129E+11
1.32E-15,2.15984E-09,94258851347
9.41E-16,2.17174E-09,1.11332E+11
1.15E-15,2.70773E-09,90192188525
9.25E-16,2.04531E-09,1.1571E+11
8.28E-16,2.13177E-09,1.19794E+11
1.17E-15,2.68416E-09,89809730602
1.38E-15,2.21719E-09,90986955656
1.03E-15,2.12757E-09,1.07513E+11
5.36E-16,2.06194E-09,1.51391E+11
1.15E-15,2.51869E-09,93515551518
6.48E-16,2.07755E-09,1.37169E+11
9.84E-16,2.9281E-09,93762638463
7.46E-16,1.96319E-09,1.31513E+11
8.10E-16,2.13101E-09,1.21139E+11
1.15E-15,2.09756E-09,1.02474E+11
5.93E-16,2.27845E-09,1.36922E+11
1.38E-15,2.27989E-09,89727074039
5.35E-16,2.57476E-09,1.35605E+11
4.78E-16,2.7574E-09,1.3863E+11
1.37E-15,2.2973E-09,89712102492
1.21E-15,2.43629E-09,92696396304
2.75E-16,2.10693E-09,2.09088E+11
1.60E-15,2.2586E-09,83722231327
1.03E-15,2.19429E-09,1.05866E+11
7.80E-16,2.26117E-09,1.19841E+11
1.30E-15,2.45547E-09,89080127800
1.14E-15,2.1986E-09,1.0053E+11
7.56E-16,2.41371E-09,1.17819E+11
1.11E-15,2.04782E-09,1.05563E+11
6.35E-16,2.51517E-09,1.25936E+11
5.34E-16,2.37517E-09,1.4132E+11
5.39E-16,2.2317E-09,1.45114E+11
9.11E-16,2.13903E-09,1.14013E+11
7.73E-16,2.39873E-09,1.1688E+11
6.89E-16,2.20249E-09,1.29197E+11
1.19E-15,2.97521E-09,84583967963
1.03E-15,2.41202E-09,1.00974E+11
1.31E-15,2.2066E-09,93610132430
1.06E-15,2.03862E-09,1.08268E+11
9.42E-16,2.26621E-09,1.08929E+11
1.02E-15,2.01627E-09,1.1098E+11
8.59E-16,2.09989E-09,1.18502E+11
8.18E-16,2.44011E-09,1.12652E+11
1.31E-15,2.15632E-09,94695257395
8.75E-16,2.2227E-09,1.14124E+11
8.04E-16,2.05622E-09,1.23782E+11
1.65E-15,2.22926E-09,82984668372
1.30E-15,1.99968E-09,98711479916
8.69E-16,2.6085E-09,1.0571E+11
5.17E-16,2.1434E-09,1.5119E+11
1.03E-15,2.02897E-09,1.10094E+11
6.81E-16,2.02559E-09,1.3551E+11
1.03E-15,2.92007E-09,91770841550
1.37E-15,2.00436E-09,96044469015
1.14E-15,2.02985E-09,1.04625E+11
9.07E-16,1.99203E-09,1.18405E+11
7.56E-16,2.11892E-09,1.25748E+11
8.20E-16,2.3026E-09,1.15825E+11
8.60E-16,2.23295E-09,1.1485E+11
5.39E-16,2.14285E-09,1.48091E+11
7.96E-16,2.42971E-09,1.14442E+11
9.74E-16,2.07598E-09,1.11926E+11
9.57E-16,2.45568E-09,1.03819E+11
9.49E-16,2.33384E-09,1.06943E+11
1.48E-15,2.04013E-09,91592603547
8.21E-16,2.63956E-09,1.08114E+11
9.90E-16,1.99333E-09,1.13296E+11
8.39E-16,2.16131E-09,1.1819E+11
1.12E-15,2.53949E-09,94370845711
1.31E-15,2.50623E-09,87836240714
8.57E-16,2.9308E-09,1.00424E+11
6.72E-16,2.3969E-09,1.25404E+11
9.59E-16,2.9337E-09,94886233549
1.37E-15,2.3314E-09,89053607882
9.00E-16,1.99817E-09,1.18681E+11
9.78E-16,2.5789E-09,1.00215E+11
9.97E-16,2.42266E-09,1.02406E+11
1.44E-15,2.91712E-09,77653629208
1.81E-15,2.68364E-09,72213499102
6.00E-16,2.02412E-09,1.4442E+11
9.19E-16,2.95449E-09,96587599043
1.32E-15,2.87489E-09,81700123880
8.76E-16,2.88664E-09,1.00086E+11
8.29E-16,2.0298E-09,1.22692E+11
1.04E-15,3.03211E-09,89625375413
1.48E-15,1.99963E-09,92515577368
7.77E-16,2.26827E-09,1.19884E+11
5.24E-16,2.28078E-09,1.45584E+11
9.89E-16,2.38364E-09,1.03658E+11
1.34E-15,3.01196E-09,79221543073
7.01E-16,2.02249E-09,1.33665E+11
1.03E-15,2.2798E-09,1.03861E+11
9.83E-16,2.14619E-09,1.09575E+11
9.70E-16,2.14447E-09,1.1035E+11
1.38E-15,2.43416E-09,86837274282
1.07E-15,2.26207E-09,1.023E+11
1.11E-15,2.13885E-09,1.03292E+11
3.98E-16,2.25036E-09,1.68172E+11
1.19E-15,2.00043E-09,1.03154E+11
5.88E-16,2.00711E-09,1.46503E+11
1.30E-15,2.7571E-09,84066374331
9.18E-16,2.62865E-09,1.02455E+11
1.31E-15,2.29697E-09,91750252950
1.17E-15,2.7912E-09,88070697737
1.25E-15,2.00404E-09,1.00557E+11
8.09E-16,2.22314E-09,1.18676E+11
5.89E-16,2.35439E-09,1.35152E+11
9.46E-16,2.87225E-09,96552474248
1.10E-15,2.48635E-09,96237059634
9.52E-16,2.68617E-09,99525606797
7.34E-16,3.01015E-09,1.07072E+11
1.36E-15,2.60242E-09,84598396872
1.47E-15,2.7707E-09,78861843306
8.93E-16,2.18863E-09,1.13844E+11
1.02E-15,2.35687E-09,1.02648E+11
7.76E-16,2.066E-09,1.25697E+11
7.13E-16,2.31577E-09,1.23859E+11
1.18E-15,2.14728E-09,99984907811
9.96E-16,2.87828E-09,93999215169
1.16E-15,2.28605E-09,97734556493
8.44E-16,2.94116E-09,1.01016E+11
6.50E-16,2.08226E-09,1.36803E+11
7.58E-16,2.67402E-09,1.1179E+11
8.82E-16,2.60672E-09,1.04964E+11
1.29E-15,2.06962E-09,97404618158
7.91E-16,2.04017E-09,1.25285E+11
1.66E-15,2.89736E-09,72571242504
7.65E-16,2.02891E-09,1.27749E+11
1.45E-15,2.14627E-09,90218059694
1.32E-15,2.01599E-09,97563895853
4.74E-16,2.61861E-09,1.42855E+11
8.40E-16,3.05038E-09,99426846069
8.42E-16,2.46318E-09,1.10514E+11
9.31E-16,2.10447E-09,1.13704E+11
1.53E-15,2.43309E-09,82488782732
7.62E-16,2.21638E-09,1.22467E+11
8.22E-16,2.79312E-09,1.05036E+11
7.83E-16,2.01333E-09,1.2676E+11
1.85E-15,2.02697E-09,82188380309
7.98E-16,2.09582E-09,1.23067E+11
1.17E-15,2.02411E-09,1.03421E+11
1.05E-15,2.15874E-09,1.05712E+11
1.55E-15,2.62154E-09,78954278021
1.32E-15,2.30486E-09,91245350111
1.12E-15,2.75311E-09,90635728393
9.15E-16,2.06366E-09,1.15822E+11
8.64E-16,2.65695E-09,1.05044E+11
6.68E-16,2.64036E-09,1.1984E+11
1.65E-15,2.19629E-09,83605151774
1.11E-15,2.03444E-09,1.0591E+11
1.52E-15,2.02212E-09,90780988550
1.27E-15,2.15422E-09,96221744801
9.45E-16,2.39381E-09,1.05818E+11
4.13E-16,2.67443E-09,1.51436E+11
6.57E-16,2.70739E-09,1.19333E+11
9.63E-16,2.62037E-09,1.0019E+11
6.99E-16,2.78581E-09,1.14053E+11
6.70E-16,2.35817E-09,1.26618E+11
1.81E-15,2.27E-09,78517696454
7.70E-16,2.09328E-09,1.2536E+11
1.23E-15,2.65426E-09,88083777133
5.49E-16,2.59627E-09,1.33309E+11
6.63E-16,2.06064E-09,1.36164E+11
9.12E-16,2.20628E-09,1.122E+11
1.52E-15,2.82116E-09,76857132996
5.41E-16,2.44623E-09,1.38348E+11
1.24E-15,2.3892E-09,92466158301
7.36E-16,2.11493E-09,1.27566E+11
1.09E-15,2.37991E-09,98815811058
1.36E-15,2.06281E-09,95021229467
1.03E-15,2.04694E-09,1.0961E+11
1.05E-15,3.11924E-09,87942964637
1.14E-15,2.22852E-09,99852680047
7.72E-16,2.08382E-09,1.25482E+11
1.39E-15,2.49594E-09,85446707277
1.06E-15,2.24275E-09,1.03223E+11
7.66E-16,2.20174E-09,1.22553E+11
1.13E-15,2.83784E-09,88876562557
8.22E-16,2.26224E-09,1.16712E+11
1.88E-15,2.19057E-09,78426495475
8.93E-16,3.10478E-09,95582645843
8.13E-16,2.11681E-09,1.2132E+11
1.31E-15,2.40428E-09,89679308830
1.16E-15,2.32428E-09,96927565996
7.19E-16,2.91086E-09,1.10013E+11
7.78E-16,2.15452E-09,1.22929E+11
8.12E-16,2.60101E-09,1.09514E+11
1.00E-15,2.13492E-09,1.08925E+11
6.41E-16,2.56181E-09,1.24199E+11
1.22E-15,2.34187E-09,94158435810
1.31E-15,3.15536E-09,78281607953
8.66E-16,2.22293E-09,1.14709E+11
1.47E-15,2.08002E-09,91018058001
1.26E-15,2.30161E-09,93458503773
8.48E-16,2.23053E-09,1.15723E+11
7.86E-16,2.6395E-09,1.10496E+11
7.03E-16,2.3903E-09,1.22777E+11
9.83E-16,2.1382E-09,1.09779E+11
1.98E-15,2.50543E-09,71457229126
1.40E-15,2.1666E-09,91383214444
1.29E-15,2.88168E-09,82547156822
9.85E-16,3.03802E-09,92003997660
1.04E-15,2.22152E-09,1.04708E+11
8.99E-16,2.27973E-09,1.11173E+11
6.09E-16,2.33498E-09,1.33466E+11
1.23E-15,2.25748E-09,95511493517
1.26E-15,2.25642E-09,94389691323
9.67E-16,2.10951E-09,1.11433E+11
1.04E-15,3.13948E-09,88079382107
1.25E-15,2.55589E-09,89041833384
1.41E-15,2.56106E-09,83753074105
9.29E-16,2.17154E-09,1.12054E+11
1.36E-15,3.10309E-09,77473567856
1.15E-15,2.81346E-09,88481178200
1.36E-15,2.38142E-09,88436660088
7.75E-16,2.85481E-09,1.06999E+11
7.15E-16,3.00726E-09,1.08538E+11
5.59E-16,2.15118E-09,1.45136E+11
1.03E-15,2.45309E-09,1.00126E+11
1.02E-15,2.72174E-09,95520501210
1.08E-15,2.69155E-09,93348504278
8.89E-16,2.70448E-09,1.02642E+11
2.76E-16,2.93687E-09,1.76776E+11
1.73E-15,2.96138E-09,70315376142
1.36E-15,2.09012E-09,94398431210
7.34E-16,2.68587E-09,1.13352E+11
5.13E-16,3.02498E-09,1.27761E+11
1.16E-15,2.50743E-09,93320426245
1.02E-15,2.75949E-09,94864861900
1.00E-15,2.5613E-09,99446627065
7.43E-16,2.81417E-09,1.10065E+11
3.65E-16,2.72343E-09,1.5963E+11
8.26E-16,2.0751E-09,1.21566E+11
9.56E-16,2.12452E-09,1.11676E+11
8.47E-16,2.08938E-09,1.19638E+11
1.07E-15,2.37901E-09,99753924632
9.47E-16,2.75868E-09,98467943005
6.34E-16,2.9611E-09,1.16158E+11
8.89E-16,2.55302E-09,1.05643E+11
7.71E-16,2.16358E-09,1.23227E+11
6.57E-16,2.24562E-09,1.3103E+11
1.60E-15,2.58968E-09,78187427501
9.20E-16,2.79853E-09,99188528597
9.38E-16,2.28402E-09,1.08735E+11
7.41E-16,2.85603E-09,1.09403E+11
6.30E-16,2.1801E-09,1.35804E+11
7.39E-16,2.48034E-09,1.17555E+11
1.14E-15,2.27151E-09,98903239789
1.06E-15,2.71703E-09,93782192303
6.87E-16,2.99611E-09,1.10933E+11
1.06E-15,2.45584E-09,98643177554
1.06E-15,2.46218E-09,98516023535
5.99E-16,2.62364E-09,1.26956E+11
1.12E-15,2.61862E-09,92933988391
8.07E-16,2.74472E-09,1.06939E+11
1.05E-15,2.42599E-09,99719610152
8.74E-16,2.21785E-09,1.14314E+11
9.83E-16,2.13478E-09,1.09867E+11
1.21E-15,2.2382E-09,96711533579
8.12E-16,2.48813E-09,1.11971E+11
1.06E-15,2.26E-09,1.02828E+11
8.94E-16,3.17943E-09,94400993965
6.79E-16,2.29524E-09,1.27489E+11
9.17E-16,2.55302E-09,1.04018E+11
1.25E-15,3.12245E-09,80559660383
1.14E-15,2.58463E-09,92718987835
5.83E-16,2.4621E-09,1.32841E+11
7.41E-16,2.14213E-09,1.26325E+11
9.13E-16,2.87753E-09,98191628170
7.10E-16,2.61189E-09,1.16873E+11
1.43E-15,2.21194E-09,89488231649
1.13E-15,3.14689E-09,84399511704
1.07E-15,2.29372E-09,1.01592E+11
4.94E-16,2.89052E-09,1.33189E+11
1.10E-15,2.22244E-09,1.01791E+11
1.01E-15,2.33835E-09,1.03563E+11
8.09E-16,2.49459E-09,1.12033E+11
1.00E-15,2.21121E-09,1.0703E+11
8.64E-16,2.24029E-09,1.14396E+11
8.95E-16,2.23338E-09,1.12571E+11
6.43E-16,2.50282E-09,1.25459E+11
8.52E-16,2.51907E-09,1.08638E+11
1.02E-15,2.32551E-09,1.03338E+11
1.33E-15,2.26317E-09,91735215571
1.10E-15,2.28081E-09,1.0048E+11
1.55E-15,2.18891E-09,86405207453
8.86E-16,2.42194E-09,1.08648E+11
1.46E-15,2.28252E-09,87183905873
8.20E-16,2.51452E-09,1.10837E+11
8.48E-16,2.15146E-09,1.1783E+11
1.28E-15,2.23559E-09,94084718275
6.97E-16,2.16287E-09,1.29625E+11
5.72E-16,2.23952E-09,1.40619E+11
9.26E-16,2.51314E-09,1.04329E+11
1.39E-15,2.65438E-09,82857353721
7.74E-16,2.47578E-09,1.14972E+11
9.10E-16,2.56553E-09,1.04162E+11
7.70E-16,3.15816E-09,1.02061E+11
7.49E-16,2.1176E-09,1.26374E+11
8.51E-16,3.16835E-09,96925589612
7.36E-16,2.6163E-09,1.14693E+11
9.34E-16,2.14203E-09,1.12521E+11
6.59E-16,2.21624E-09,1.31695E+11
6.20E-16,3.24428E-09,1.12219E+11
9.89E-16,2.1624E-09,1.08831E+11
9.06E-16,2.18324E-09,1.13163E+11
6.36E-16,2.37573E-09,1.29477E+11
1.21E-15,2.66545E-09,88622135102
1.11E-15,2.12319E-09,1.03673E+11
1.23E-15,2.24467E-09,95783701098
1.15E-15,2.58501E-09,92308124304
1.31E-15,2.75158E-09,83828876979
7.98E-16,2.71423E-09,1.08142E+11
8.13E-16,2.9704E-09,1.02416E+11
1.14E-15,2.24531E-09,99478491030
9.90E-16,3.09357E-09,90943737583
1.23E-15,2.97185E-09,83244218573
5.79E-16,3.20051E-09,1.16915E+11
1.00E-15,2.30531E-09,1.04823E+11
1.06E-15,2.7254E-09,93638050768
9.13E-16,2.5463E-09,1.04383E+11
5.83E-16,2.24972E-09,1.3897E+11
7.50E-16,2.77018E-09,1.10417E+11
9.55E-16,2.93743E-09,95024371430
1.16E-15,2.32458E-09,96921146521
4.20E-16,2.31007E-09,1.61578E+11
1.35E-15,2.41635E-09,88119854964
1.28E-15,2.21013E-09,94624999147
9.35E-16,2.33726E-09,1.07662E+11
6.52E-16,2.65119E-09,1.21053E+11
1.98E-15,2.44816E-09,72288212380
6.24E-16,2.42301E-09,1.29435E+11
9.31E-16,2.87774E-09,97234324150
1.04E-15,2.23131E-09,1.04478E+11
1.17E-15,2.41778E-09,94627877044
8.27E-16,3.00222E-09,1.01006E+11
7.08E-16,3.13367E-09,1.06851E+11
1.52E-15,2.26253E-09,85822555290
1.30E-15,2.61698E-09,86287650363
1.32E-15,2.45958E-09,88328898043
1.24E-15,2.8469E-09,84707741806
8.68E-16,2.39651E-09,1.1035E+11
1.06E-15,3.19218E-09,86521336112
1.33E-15,2.4358E-09,88424613134
7.25E-16,2.65541E-09,1.14706E+11
1.41E-15,2.59346E-09,83228286414
1.48E-15,2.62549E-09,80739059179
1.00E-15,2.36293E-09,1.03537E+11
1.14E-15,2.16965E-09,1.01198E+11
1.26E-15,2.37647E-09,91974799094
1.25E-15,2.40383E-09,91814891839
8.60E-16,2.24614E-09,1.14512E+11
1.06E-15,2.61169E-09,95654647418
1.14E-15,2.58712E-09,92674348171
1.32E-15,2.62314E-09,85530858469
9.70E-16,2.17333E-09,1.09615E+11
1.40E-15,2.96455E-09,78122660917
9.26E-16,2.42113E-09,1.06293E+11
5.62E-16,2.53064E-09,1.33456E+11
1.02E-15,3.19606E-09,88147991435
1.06E-15,2.7416E-09,93360882449
1.18E-15,2.51602E-09,92368044920
7.07E-16,3.11072E-09,1.0732E+11
1.06E-15,2.75477E-09,93137479225
1.16E-15,3.25975E-09,81846251133
1.28E-15,2.54176E-09,88236342328
5.34E-16,2.83479E-09,1.29357E+11
6.04E-16,2.61732E-09,1.26582E+11
1.70E-15,3.12519E-09,69049045424
1.28E-15,3.10137E-09,79880054526
8.82E-16,2.24241E-09,1.13169E+11
1.27E-15,2.96981E-09,81950985756
8.92E-16,2.28517E-09,1.11475E+11
1.19E-15,2.86653E-09,86172503290
1.08E-15,2.31723E-09,1.00606E+11
9.35E-16,2.86112E-09,97307535145
1.02E-15,2.28128E-09,1.04335E+11
1.17E-15,2.18075E-09,99637925117
7.86E-16,2.56649E-09,1.12057E+11
9.63E-16,2.20842E-09,1.09136E+11
1.14E-15,2.92737E-09,87122222963
9.64E-16,3.15723E-09,91228047902
8.64E-16,2.29138E-09,1.13114E+11
4.54E-16,3.25697E-09,1.30884E+11
3.79E-16,2.51455E-09,1.63031E+11
1.41E-15,2.5356E-09,84172572898
8.13E-16,2.27227E-09,1.17097E+11
1.20E-15,2.2161E-09,97596690170
3.35E-16,2.95397E-09,1.59991E+11
1.25E-15,2.59502E-09,88368005497
9.52E-16,2.5808E-09,1.01537E+11
9.50E-16,2.36395E-09,1.06204E+11
7.40E-16,2.39856E-09,1.19462E+11
9.99E-16,2.25544E-09,1.06028E+11
1.26E-15,2.94828E-09,82575394223
7.91E-16,3.08203E-09,1.01933E+11
1.26E-15,2.18771E-09,95860458634
6.84E-16,2.53935E-09,1.20762E+11
8.24E-16,2.3632E-09,1.14053E+11
8.28E-16,2.38322E-09,1.13298E+11
9.39E-16,2.37789E-09,1.0651E+11
1.29E-15,3.04765E-09,80268015539
1.70E-15,2.23864E-09,81583799738
6.56E-16,2.4823E-09,1.24721E+11
6.39E-16,2.32162E-09,1.30669E+11
6.73E-16,2.50405E-09,1.226E+11
1.14E-15,3.05577E-09,85272124471
1.26E-15,3.29459E-09,78114915771
1.08E-15,2.82993E-09,91037520778
1.34E-15,2.26667E-09,91321550942
8.35E-16,2.21133E-09,1.17125E+11
6.12E-16,2.46827E-09,1.29494E+11
1.76E-15,2.30227E-09,79065172050
1.12E-15,2.27527E-09,99699924670
7.02E-16,2.32407E-09,1.24603E+11
8.60E-16,2.27298E-09,1.13834E+11
1.09E-15,2.8281E-09,90648294479
1.14E-15,2.55016E-09,93343417484
5.83E-16,2.5302E-09,1.31041E+11
1.07E-15,2.87529E-09,90737586940
1.48E-15,2.79544E-09,78246356433
8.62E-16,3.23609E-09,95291908012
1.02E-15,2.33396E-09,1.03151E+11
1.02E-15,2.37986E-09,1.02151E+11
8.76E-16,2.59882E-09,1.05482E+11
9.75E-16,2.59382E-09,1.0008E+11
9.56E-16,3.34044E-09,89061342981
1.33E-15,2.21128E-09,92805157636
1.01E-15,2.48831E-09,1.00394E+11
8.14E-16,2.35703E-09,1.14901E+11
7.51E-16,2.60107E-09,1.13874E+11
1.19E-15,2.29943E-09,96213655257
7.36E-16,2.42848E-09,1.19046E+11
9.54E-16,2.23265E-09,1.09053E+11
8.71E-16,2.29452E-09,1.12581E+11
1.02E-15,2.36047E-09,1.0257E+11
1.06E-15,2.66082E-09,94767548373
1.07E-15,2.3597E-09,1.00161E+11
7.77E-16,2.41146E-09,1.1627E+11
1.01E-15,2.47688E-09,1.00625E+11
9.24E-16,3.36544E-09,90253269257
1.07E-15,2.73522E-09,93032009341
1.36E-15,2.2308E-09,91373582150
1.16E-15,2.33713E-09,96660720820
6.56E-16,2.22515E-09,1.31731E+11
6.62E-16,2.63196E-09,1.20573E+11
1.26E-15,2.21623E-09,95241738747
1.03E-15,2.5742E-09,97741892763
9.22E-16,2.68686E-09,1.01119E+11
7.35E-16,2.23498E-09,1.24177E+11
9.07E-16,2.37659E-09,1.08403E+11
8.14E-16,2.75807E-09,1.0622E+11
1.30E-15,2.51103E-09,88089082040
1.45E-15,2.65097E-09,81177207862
7.80E-16,2.46136E-09,1.14864E+11
8.01E-16,3.36078E-09,97002728909
6.92E-16,2.36979E-09,1.24283E+11
8.65E-16,2.59489E-09,1.06231E+11
9.17E-16,2.66943E-09,1.01725E+11
7.82E-16,2.42571E-09,1.15557E+11
1.10E-15,2.74153E-09,91648875967
1.31E-15,3.14117E-09,78458276412
7.99E-16,2.30854E-09,1.17187E+11
1.05E-15,3.37361E-09,84562553575
1.18E-15,2.82429E-09,87181461397
9.22E-16,2.79233E-09,99190851503
8.24E-16,2.39234E-09,1.13356E+11
9.81E-16,2.585E-09,99943770461
1.07E-15,2.44631E-09,98372250794
8.00E-16,2.79192E-09,1.06494E+11
8.64E-16,2.83409E-09,1.01708E+11
1.03E-15,2.36313E-09,1.02013E+11
1.49E-15,2.33345E-09,85354774594
8.40E-16,2.92995E-09,1.0145E+11
1.00E-15,2.31895E-09,1.04514E+11
7.59E-16,2.70517E-09,1.11071E+11
5.07E-16,2.81013E-09,1.33338E+11
1.39E-15,2.77042E-09,81103583340
1.09E-15,2.48798E-09,96645961921
8.02E-16,3.10995E-09,1.00776E+11
8.87E-16,2.58592E-09,1.05087E+11
8.56E-16,2.30022E-09,1.13422E+11
1.02E-15,3.38402E-09,85665009869
1.05E-15,2.29611E-09,1.02501E+11
1.04E-15,2.5814E-09,97135025554
9.23E-16,2.44914E-09,1.05855E+11
6.79E-16,2.4153E-09,1.2428E+11
1.38E-15,2.9892E-09,78361582112
8.65E-16,2.249E-09,1.14108E+11
7.61E-16,3.09148E-09,1.03763E+11
1.43E-15,2.79928E-09,79547990877
5.44E-16,2.54141E-09,1.35358E+11
8.96E-16,2.41686E-09,1.08154E+11
6.49E-16,2.74167E-09,1.19314E+11
1.10E-15,2.54443E-09,95132359500
4.41E-16,3.19621E-09,1.34055E+11
1.03E-15,2.64114E-09,96495160688
7.04E-16,3.11993E-09,1.07389E+11
8.84E-16,2.42176E-09,1.08775E+11
1.06E-15,2.6003E-09,95863913396
1.30E-15,2.50019E-09,88279897039
1.62E-15,2.94719E-09,72838064887
8.25E-16,2.61186E-09,1.08422E+11
6.72E-16,2.59718E-09,1.20472E+11
5.45E-16,2.56517E-09,1.34606E+11
1.22E-15,2.69108E-09,87836917376
8.04E-16,2.54035E-09,1.11364E+11
7.66E-16,2.42339E-09,1.16814E+11
6.51E-16,2.7642E-09,1.18644E+11
7.51E-16,2.75412E-09,1.10665E+11
1.17E-15,2.42432E-09,94500178936
9.31E-16,2.36504E-09,1.07257E+11
1.23E-15,3.30171E-09,78976568407
9.94E-16,2.4564E-09,1.01854E+11
6.45E-16,2.47111E-09,1.26065E+11
1.89E-15,2.35498E-09,75438907739
6.80E-16,3.18971E-09,1.08066E+11
1.11E-15,2.57486E-09,94141634226
9.89E-16,2.43143E-09,1.02634E+11
1.21E-15,2.302E-09,95361934660
8.72E-16,3.25656E-09,94445773560
1.47E-15,2.32788E-09,86036097840
7.67E-16,2.33879E-09,1.1883E+11
9.10E-16,3.19802E-09,93295087355
8.94E-16,2.92224E-09,98467537673
5.93E-16,2.89135E-09,1.21546E+11
1.33E-15,2.61118E-09,85403487575
1.16E-15,2.4475E-09,94456030992
1.02E-15,2.29921E-09,1.03928E+11
8.39E-16,2.60939E-09,1.07565E+11
1.06E-15,2.67014E-09,94601970478
1.20E-15,2.70358E-09,88360772334
1.09E-15,2.30395E-09,1.00432E+11
7.04E-16,2.93406E-09,1.10739E+11
1.23E-15,2.46644E-09,91376041196
8.67E-16,2.41589E-09,1.09969E+11
9.50E-16,2.86833E-09,96414751579
9.01E-16,2.35273E-09,1.09313E+11
1.30E-15,3.26904E-09,77203773320
1.05E-15,3.50395E-09,82974917378
8.18E-16,2.30763E-09,1.15841E+11
8.92E-16,2.90432E-09,98881672736
1.09E-15,2.57953E-09,94915438752
7.99E-16,3.36564E-09,97053849786
1.26E-15,2.3023E-09,93444624091
9.45E-16,2.60308E-09,1.01475E+11
8.51E-16,2.53252E-09,1.08412E+11
7.54E-16,2.50164E-09,1.15884E+11
1.40E-15,2.38255E-09,87143482232
1.03E-15,2.68251E-09,95748292698
1.04E-15,2.42035E-09,1.00315E+11
1.07E-15,2.52085E-09,96906945880
9.02E-16,2.76419E-09,1.00794E+11
7.77E-16,2.85256E-09,1.06904E+11
1.16E-15,2.65887E-09,90623876595
1.33E-15,2.53204E-09,86727973091
6.98E-16,2.77575E-09,1.14341E+11
1.29E-15,2.45076E-09,89510627364
8.03E-16,3.36309E-09,96848590880
1.06E-15,2.66705E-09,94656742293
8.02E-16,2.40196E-09,1.1467E+11
8.08E-16,2.55809E-09,1.10702E+11
8.88E-16,3.27868E-09,93274717082
8.54E-16,2.32516E-09,1.12944E+11
1.20E-15,2.65516E-09,89162962008
7.64E-16,3.02248E-09,1.04735E+11
1.01E-15,2.8914E-09,93133435763
7.83E-16,2.33682E-09,1.17659E+11
4.59E-16,2.51221E-09,1.48213E+11
1.51E-15,3.3365E-09,70906520735
1.17E-15,2.70979E-09,89383990602
7.22E-16,3.41074E-09,1.01421E+11
8.49E-16,2.5488E-09,1.08193E+11
1.54E-15,2.4267E-09,82328825732
1.08E-15,3.02913E-09,87993262840
1.09E-15,2.92685E-09,89105933862
1.11E-15,2.46248E-09,96265878499
1.26E-15,2.61614E-09,87660620190
1.05E-15,2.57862E-09,96723524069
1.26E-15,2.60838E-09,87790932098
1.41E-15,2.82984E-09,79676355780
1.08E-15,3.22824E-09,85236454923
1.00E-15,2.42271E-09,1.02251E+11
8.12E-16,2.36094E-09,1.14948E+11
1.15E-15,3.14204E-09,83726994290
1.11E-15,2.50724E-09,95402613421
1.02E-15,2.99309E-09,91087738263
1.35E-15,2.67968E-09,83678022369
9.38E-16,2.38825E-09,1.06336E+11
1.07E-15,2.39504E-09,99419614508
8.96E-16,2.37562E-09,1.09088E+11
1.09E-15,2.35138E-09,99413431264
