Resistance,Capacitance,Inductance,Quality factor
66.26581376,9.12E-16,2.21E-09,2.35E+01
131.3130487,1.52E-15,2.82E-09,1.04E+01
48.05122101,5.41E-16,2.45E-09,4.43E+01
69.44701604,1.24E-15,2.39E-09,2.00E+01
112.1788377,7.36E-16,2.11E-09,1.51E+01
91.23899236,1.09E-15,2.38E-09,1.62E+01
50.12932091,1.36E-15,2.06E-09,2.46E+01
69.5937415,1.03E-15,2.05E-09,2.03E+01
121.6741622,1.05E-15,3.12E-09,1.42E+01
71.75454153,1.14E-15,2.23E-09,1.95E+01
48.90204723,7.72E-16,2.08E-09,3.36E+01
94.68111294,1.39E-15,2.50E-09,1.42E+01
74.19944544,1.06E-15,2.24E-09,1.96E+01
44.34001663,7.66E-16,2.20E-09,3.82E+01
87.64475296,1.13E-15,2.84E-09,1.81E+01
105.1992198,8.22E-16,2.26E-09,1.58E+01
43.08877489,1.88E-15,2.19E-09,2.51E+01
89.73246828,8.93E-16,3.10E-09,2.08E+01
83.13064412,8.13E-16,2.12E-09,1.94E+01
63.92144998,1.31E-15,2.40E-09,2.12E+01
53.53112297,1.16E-15,2.32E-09,2.64E+01
73.24464017,7.19E-16,2.91E-09,2.75E+01
71.16899125,7.78E-16,2.15E-09,2.34E+01
125.799108,8.12E-16,2.60E-09,1.42E+01
118.1081189,1.00E-15,2.13E-09,1.24E+01
150.7659268,6.41E-16,2.56E-09,1.33E+01
57.91713503,1.22E-15,2.34E-09,2.39E+01
119.40184,1.31E-15,3.16E-09,1.30E+01
71.6008904,8.66E-16,2.22E-09,2.24E+01
109.5925483,1.47E-15,2.08E-09,1.09E+01
101.3090057,1.26E-15,2.30E-09,1.33E+01
105.4527126,8.48E-16,2.23E-09,1.54E+01
57.26486117,7.86E-16,2.64E-09,3.20E+01
80.1966069,7.03E-16,2.39E-09,2.30E+01
69.37354105,9.83E-16,2.14E-09,2.13E+01
76.96183975,1.98E-15,2.51E-09,1.46E+01
88.45040944,1.40E-15,2.17E-09,1.41E+01
62.37832885,1.29E-15,2.88E-09,2.40E+01
104.2972252,9.85E-16,3.04E-09,1.68E+01
54.19902322,1.04E-15,2.22E-09,2.70E+01
85.90300924,8.99E-16,2.28E-09,1.85E+01
118.3147029,6.09E-16,2.33E-09,1.65E+01
55.88043451,1.23E-15,2.26E-09,2.42E+01
79.40308274,1.26E-15,2.26E-09,1.69E+01
165.5941109,9.67E-16,2.11E-09,8.92E+00
88.82638934,1.04E-15,3.14E-09,1.96E+01
70.56794167,1.25E-15,2.56E-09,2.03E+01
88.14968137,1.41E-15,2.56E-09,1.53E+01
83.45056649,9.29E-16,2.17E-09,1.83E+01
58.61350258,1.36E-15,3.10E-09,2.58E+01
107.6655045,1.15E-15,2.81E-09,1.45E+01
52.64749927,1.36E-15,2.38E-09,2.51E+01
93.74745281,7.75E-16,2.85E-09,2.05E+01
67.95575548,7.15E-16,3.01E-09,3.02E+01
77.07763425,5.59E-16,2.15E-09,2.55E+01
76.51829375,1.03E-15,2.45E-09,2.02E+01
124.8705832,1.02E-15,2.72E-09,1.31E+01
110.4779862,1.08E-15,2.69E-09,1.43E+01
66.62587722,8.89E-16,2.70E-09,2.62E+01
69.99779525,2.76E-16,2.94E-09,4.66E+01
60.32491237,1.73E-15,2.96E-09,2.17E+01
95.47384686,1.36E-15,2.09E-09,1.30E+01
106.7150396,7.34E-16,2.69E-09,1.79E+01
137.9117667,5.13E-16,3.02E-09,1.76E+01
81.5592468,1.16E-15,2.51E-09,1.80E+01
89.8214965,1.02E-15,2.76E-09,1.83E+01
67.10137129,1.00E-15,2.56E-09,2.39E+01
54.70658299,7.43E-16,2.81E-09,3.56E+01
72.22883544,3.65E-16,2.72E-09,3.78E+01
53.05743342,8.26E-16,2.08E-09,2.99E+01
47.98650179,9.56E-16,2.12E-09,3.11E+01
83.85796687,8.47E-16,2.09E-09,1.87E+01
130.0392117,1.07E-15,2.38E-09,1.15E+01
62.00170197,9.47E-16,2.76E-09,2.75E+01
63.28678532,6.34E-16,2.96E-09,3.41E+01
63.59835573,8.89E-16,2.55E-09,2.66E+01
66.60162991,7.71E-16,2.16E-09,2.52E+01
77.09917564,6.57E-16,2.25E-09,2.40E+01
154.7036726,1.60E-15,2.59E-09,8.22E+00
91.39386135,9.20E-16,2.80E-09,1.91E+01
91.5638229,9.38E-16,2.28E-09,1.70E+01
142.8691689,7.41E-16,2.86E-09,1.37E+01
93.38988622,6.30E-16,2.18E-09,1.99E+01
61.99777169,7.39E-16,2.48E-09,2.95E+01
81.98125226,1.14E-15,2.27E-09,1.72E+01
90.57213198,1.06E-15,2.72E-09,1.77E+01
73.52870652,6.87E-16,3.00E-09,2.84E+01
48.4071748,1.06E-15,2.46E-09,3.14E+01
88.6081475,1.06E-15,2.46E-09,1.72E+01
135.6554718,5.99E-16,2.62E-09,1.54E+01
99.56028543,1.12E-15,2.62E-09,1.54E+01
56.02469788,8.07E-16,2.74E-09,3.29E+01
72.885105,1.05E-15,2.43E-09,2.09E+01
98.6217728,8.74E-16,2.22E-09,1.62E+01
126.7081975,9.83E-16,2.13E-09,1.16E+01
73.39193506,1.21E-15,2.24E-09,1.85E+01
54.85764641,8.12E-16,2.49E-09,3.19E+01
83.84050682,1.06E-15,2.26E-09,1.74E+01
65.6278791,8.94E-16,3.18E-09,2.87E+01
80.87218795,6.79E-16,2.30E-09,2.27E+01
81.9363482,9.17E-16,2.55E-09,2.04E+01
71.19820142,1.25E-15,3.12E-09,2.22E+01
94.75560418,1.14E-15,2.58E-09,1.59E+01
102.9904826,5.83E-16,2.46E-09,2.00E+01
50.36819034,7.41E-16,2.14E-09,3.38E+01
95.95455868,9.13E-16,2.88E-09,1.85E+01
105.9718653,7.10E-16,2.61E-09,1.81E+01
106.3804086,1.43E-15,2.21E-09,1.17E+01
114.6231175,1.13E-15,3.15E-09,1.46E+01
70.64686487,1.07E-15,2.29E-09,2.07E+01
78.83446169,4.94E-16,2.89E-09,3.07E+01
106.7711912,1.10E-15,2.22E-09,1.33E+01
75.5254105,1.01E-15,2.34E-09,2.01E+01
80.5792605,8.09E-16,2.49E-09,2.18E+01
86.53258136,1.00E-15,2.21E-09,1.72E+01
105.2492815,8.64E-16,2.24E-09,1.53E+01
112.44716,8.95E-16,2.23E-09,1.40E+01
65.05570692,6.43E-16,2.50E-09,3.03E+01
75.52825682,8.52E-16,2.52E-09,2.28E+01
85.76397102,1.02E-15,2.33E-09,1.76E+01
88.92283507,1.33E-15,2.26E-09,1.47E+01
75.55496063,1.10E-15,2.28E-09,1.91E+01
113.8500283,1.55E-15,2.19E-09,1.04E+01
74.58683408,8.86E-16,2.42E-09,2.22E+01
79.8532993,1.46E-15,2.28E-09,1.57E+01
141.3177959,8.20E-16,2.51E-09,1.24E+01
99.41341578,8.48E-16,2.15E-09,1.60E+01
51.53435767,1.28E-15,2.24E-09,2.56E+01
38.10057055,6.97E-16,2.16E-09,4.62E+01
53.85903446,5.72E-16,2.24E-09,3.67E+01
52.62536562,9.26E-16,2.51E-09,3.13E+01
39.33520461,1.39E-15,2.65E-09,3.51E+01
107.4801581,7.74E-16,2.48E-09,1.66E+01
74.67457728,9.10E-16,2.57E-09,2.25E+01
58.8505731,7.70E-16,3.16E-09,3.44E+01
103.0286667,7.49E-16,2.12E-09,1.63E+01
52.2409627,8.51E-16,3.17E-09,3.69E+01
152.8502444,7.36E-16,2.62E-09,1.23E+01
65.87318004,9.34E-16,2.14E-09,2.30E+01
71.53918847,6.59E-16,2.22E-09,2.56E+01
137.1637682,6.20E-16,3.24E-09,1.67E+01
117.7840612,9.89E-16,2.16E-09,1.26E+01
53.21719469,9.06E-16,2.18E-09,2.92E+01
128.6439893,6.36E-16,2.38E-09,1.50E+01
56.55095763,1.21E-15,2.67E-09,2.62E+01
74.98715877,1.11E-15,2.12E-09,1.84E+01
55.07176168,1.23E-15,2.24E-09,2.45E+01
66.57723582,1.15E-15,2.59E-09,2.25E+01
48.73852452,1.31E-15,2.75E-09,2.97E+01
80.82170462,7.98E-16,2.71E-09,2.28E+01
120.7346776,8.13E-16,2.97E-09,1.58E+01
77.76662981,1.14E-15,2.25E-09,1.80E+01
56.77096157,9.90E-16,3.09E-09,3.11E+01
93.97531469,1.23E-15,2.97E-09,1.65E+01
58.87898451,5.79E-16,3.20E-09,3.99E+01
90.17326022,1.00E-15,2.31E-09,1.68E+01
68.64087137,1.06E-15,2.73E-09,2.34E+01
65.62125828,9.13E-16,2.55E-09,2.54E+01
110.6216891,5.83E-16,2.25E-09,1.78E+01
99.4951947,7.50E-16,2.77E-09,1.93E+01
64.92007766,9.55E-16,2.94E-09,2.70E+01
178.8240285,1.16E-15,2.32E-09,7.92E+00
33.47592871,4.20E-16,2.31E-09,7.01E+01
107.6370259,1.35E-15,2.42E-09,1.24E+01
93.56889414,1.28E-15,2.21E-09,1.40E+01
120.0880131,9.35E-16,2.34E-09,1.32E+01
75.52414165,6.52E-16,2.65E-09,2.67E+01
97.59296858,1.98E-15,2.45E-09,1.14E+01
69.65112674,6.24E-16,2.42E-09,2.83E+01
119.8825066,9.31E-16,2.88E-09,1.47E+01
62.22244723,1.04E-15,2.23E-09,2.35E+01
92.39771085,1.17E-15,2.42E-09,1.56E+01
63.63637207,8.27E-16,3.00E-09,2.99E+01
71.71688936,7.08E-16,3.13E-09,2.93E+01
103.4949094,1.52E-15,2.26E-09,1.18E+01
109.4371298,1.30E-15,2.62E-09,1.30E+01
81.42965579,1.32E-15,2.46E-09,1.68E+01
48.30440742,1.24E-15,2.85E-09,3.14E+01
50.61586983,8.68E-16,2.40E-09,3.28E+01
98.06736894,1.06E-15,3.19E-09,1.77E+01
89.13124027,1.33E-15,2.44E-09,1.52E+01
66.46340533,7.25E-16,2.66E-09,2.88E+01
62.2434909,1.41E-15,2.59E-09,2.18E+01
61.60402182,1.48E-15,2.63E-09,2.16E+01
101.6297794,1.00E-15,2.36E-09,1.51E+01
113.0586229,1.14E-15,2.17E-09,1.22E+01
73.09649223,1.26E-15,2.38E-09,1.88E+01
71.98677533,1.25E-15,2.40E-09,1.93E+01
104.4887459,8.60E-16,2.25E-09,1.55E+01
64.56877167,1.06E-15,2.61E-09,2.43E+01
68.21972976,1.14E-15,2.59E-09,2.21E+01
72.01281373,1.32E-15,2.62E-09,1.96E+01
72.60089014,9.70E-16,2.17E-09,2.06E+01
84.99181355,1.40E-15,2.96E-09,1.71E+01
96.71905327,9.26E-16,2.42E-09,1.67E+01
64.85239037,5.62E-16,2.53E-09,3.27E+01
89.86535752,1.02E-15,3.20E-09,1.97E+01
73.9295887,1.06E-15,2.74E-09,2.18E+01
90.87400331,1.18E-15,2.52E-09,1.61E+01
70.06862849,7.07E-16,3.11E-09,2.99E+01
98.4996455,1.06E-15,2.75E-09,1.64E+01
108.3257325,1.16E-15,3.26E-09,1.55E+01
69.56701967,1.28E-15,2.54E-09,2.03E+01
71.42687232,5.34E-16,2.83E-09,3.23E+01
118.8034982,6.04E-16,2.62E-09,1.75E+01
92.1781429,1.70E-15,3.13E-09,1.47E+01
93.69833075,1.28E-15,3.10E-09,1.66E+01
77.60549844,8.82E-16,2.24E-09,2.05E+01
54.3960294,1.27E-15,2.97E-09,2.81E+01
66.55165151,8.92E-16,2.29E-09,2.41E+01
96.46268656,1.19E-15,2.87E-09,1.61E+01
83.8050703,1.08E-15,2.32E-09,1.75E+01
87.44224838,9.35E-16,2.86E-09,2.00E+01
60.62674187,1.02E-15,2.28E-09,2.47E+01
93.48890194,1.17E-15,2.18E-09,1.46E+01
88.01867153,7.86E-16,2.57E-09,2.05E+01
88.93151849,9.63E-16,2.21E-09,1.70E+01
103.0935192,1.14E-15,2.93E-09,1.55E+01
69.12564061,9.64E-16,3.16E-09,2.62E+01
82.83370764,8.64E-16,2.29E-09,1.97E+01
113.3996798,4.54E-16,3.26E-09,2.36E+01
104.2885205,3.79E-16,2.51E-09,2.47E+01
62.15498485,1.41E-15,2.54E-09,2.16E+01
49.53732063,8.13E-16,2.27E-09,3.37E+01
46.93795691,1.20E-15,2.22E-09,2.90E+01
68.20572909,3.35E-16,2.95E-09,4.35E+01
75.92099536,1.25E-15,2.60E-09,1.90E+01
68.76676425,9.52E-16,2.58E-09,2.39E+01
109.9717065,9.50E-16,2.36E-09,1.43E+01
118.2611685,7.40E-16,2.40E-09,1.52E+01
92.61921415,9.99E-16,2.26E-09,1.62E+01
76.49664329,1.26E-15,2.95E-09,2.00E+01
92.9400149,7.91E-16,3.08E-09,2.12E+01
126.2235235,1.26E-15,2.19E-09,1.04E+01
93.77465759,6.84E-16,2.54E-09,2.05E+01
47.15450812,8.24E-16,2.36E-09,3.59E+01
114.635687,8.28E-16,2.38E-09,1.48E+01
133.9394607,9.39E-16,2.38E-09,1.19E+01
73.40749168,1.29E-15,3.05E-09,2.09E+01
63.04686052,1.70E-15,2.24E-09,1.82E+01
94.61119156,6.56E-16,2.48E-09,2.06E+01
74.05106116,6.39E-16,2.32E-09,2.57E+01
93.90323626,6.73E-16,2.50E-09,2.05E+01
73.05075736,1.14E-15,3.06E-09,2.24E+01
77.40005389,1.26E-15,3.29E-09,2.09E+01
97.91040071,1.08E-15,2.83E-09,1.65E+01
89.41425437,1.34E-15,2.27E-09,1.45E+01
61.07328933,8.35E-16,2.21E-09,2.66E+01
90.90913968,6.12E-16,2.47E-09,2.21E+01
65.17924139,1.76E-15,2.30E-09,1.75E+01
97.80440926,1.12E-15,2.28E-09,1.46E+01
97.43283668,7.02E-16,2.32E-09,1.87E+01
55.21548519,8.60E-16,2.27E-09,2.94E+01
105.7083834,1.09E-15,2.83E-09,1.52E+01
214.2583327,1.14E-15,2.55E-09,6.98E+00
86.12074848,5.83E-16,2.53E-09,2.42E+01
85.75189908,1.07E-15,2.88E-09,1.91E+01
90.32204638,1.48E-15,2.80E-09,1.52E+01
178.6329127,8.62E-16,3.24E-09,1.08E+01
90.09691143,1.02E-15,2.33E-09,1.68E+01
94.91964654,1.02E-15,2.38E-09,1.61E+01
73.15681437,8.76E-16,2.60E-09,2.35E+01
88.89480331,9.75E-16,2.59E-09,1.83E+01
62.6249836,9.56E-16,3.34E-09,2.98E+01
89.49886493,1.33E-15,2.21E-09,1.44E+01
96.59673372,1.01E-15,2.49E-09,1.62E+01
79.67697206,8.14E-16,2.36E-09,2.14E+01
76.1475307,7.51E-16,2.60E-09,2.44E+01
71.88679988,1.19E-15,2.30E-09,1.93E+01
45.88043741,7.36E-16,2.43E-09,3.96E+01
87.17638537,9.54E-16,2.23E-09,1.75E+01
172.4317875,8.71E-16,2.29E-09,9.41E+00
67.38874807,1.02E-15,2.36E-09,2.26E+01
50.82385416,1.06E-15,2.66E-09,3.12E+01
59.68200983,1.07E-15,2.36E-09,2.49E+01
81.18387317,7.77E-16,2.41E-09,2.17E+01
61.59175598,1.01E-15,2.48E-09,2.54E+01
54.29240175,9.24E-16,3.37E-09,3.52E+01
79.61530305,1.07E-15,2.74E-09,2.01E+01
72.87597896,1.36E-15,2.23E-09,1.76E+01
96.28331506,1.16E-15,2.34E-09,1.47E+01
128.0904328,6.56E-16,2.23E-09,1.44E+01
72.91783554,6.62E-16,2.63E-09,2.73E+01
83.3887589,1.26E-15,2.22E-09,1.59E+01
43.24793256,1.03E-15,2.57E-09,3.66E+01
45.04657678,9.22E-16,2.69E-09,3.79E+01
41.006084,7.35E-16,2.23E-09,4.25E+01
90.07408137,9.07E-16,2.38E-09,1.80E+01
112.9971251,8.14E-16,2.76E-09,1.63E+01
73.80043653,1.30E-15,2.51E-09,1.88E+01
77.72037707,1.45E-15,2.65E-09,1.74E+01
40.66924007,7.80E-16,2.46E-09,4.37E+01
102.5486394,8.01E-16,3.36E-09,2.00E+01
78.16899505,6.92E-16,2.37E-09,2.37E+01
109.4331281,8.65E-16,2.59E-09,1.58E+01
91.04144148,9.17E-16,2.67E-09,1.87E+01
94.07635327,7.82E-16,2.43E-09,1.87E+01
97.29811841,1.10E-15,2.74E-09,1.62E+01
125.2309654,1.31E-15,3.14E-09,1.24E+01
126.0458907,7.99E-16,2.31E-09,1.35E+01
91.85360619,1.05E-15,3.37E-09,1.95E+01
134.8371849,1.18E-15,2.82E-09,1.15E+01
76.08233741,9.22E-16,2.79E-09,2.29E+01
102.8640756,8.24E-16,2.39E-09,1.66E+01
82.41907443,9.81E-16,2.59E-09,1.97E+01
80.59015956,1.07E-15,2.45E-09,1.88E+01
71.54673121,8.00E-16,2.79E-09,2.61E+01
69.86082827,8.64E-16,2.83E-09,2.59E+01
98.32194171,1.03E-15,2.36E-09,1.54E+01
61.27965111,1.49E-15,2.33E-09,2.04E+01
65.2568137,8.40E-16,2.93E-09,2.86E+01
73.7216518,1.00E-15,2.32E-09,2.07E+01
56.88568093,7.59E-16,2.71E-09,3.32E+01
66.62181141,5.07E-16,2.81E-09,3.53E+01
104.3707663,1.39E-15,2.77E-09,1.35E+01
85.17386299,1.09E-15,2.49E-09,1.77E+01
56.0397835,8.02E-16,3.11E-09,3.51E+01
59.10712199,8.87E-16,2.59E-09,2.89E+01
71.75651896,8.56E-16,2.30E-09,2.28E+01
72.64551228,1.02E-15,3.38E-09,2.51E+01
55.00141108,1.05E-15,2.30E-09,2.69E+01
51.04163499,1.04E-15,2.58E-09,3.09E+01
44.97460613,9.23E-16,2.45E-09,3.62E+01
75.39162256,6.79E-16,2.42E-09,2.50E+01
85.49397203,1.38E-15,2.99E-09,1.72E+01
79.13247243,8.65E-16,2.25E-09,2.04E+01
96.89882288,7.61E-16,3.09E-09,2.08E+01
65.96731945,1.43E-15,2.80E-09,2.12E+01
93.7747584,5.44E-16,2.54E-09,2.30E+01
89.14965734,8.96E-16,2.42E-09,1.84E+01
83.25434645,6.49E-16,2.74E-09,2.47E+01
71.53860045,1.10E-15,2.54E-09,2.13E+01
79.44512201,4.41E-16,3.20E-09,3.39E+01
149.3403245,1.03E-15,2.64E-09,1.07E+01
101.4071536,7.04E-16,3.12E-09,2.08E+01
96.95415017,8.84E-16,2.42E-09,1.71E+01
94.6839038,1.06E-15,2.60E-09,1.65E+01
54.03511712,1.30E-15,2.50E-09,2.57E+01
79.4231041,1.62E-15,2.95E-09,1.70E+01
107.2435096,8.25E-16,2.61E-09,1.66E+01
49.40846276,6.72E-16,2.60E-09,3.98E+01
58.91937591,5.45E-16,2.57E-09,3.68E+01
70.90852042,1.22E-15,2.69E-09,2.09E+01
107.2928993,8.04E-16,2.54E-09,1.66E+01
57.97014286,7.66E-16,2.42E-09,3.07E+01
63.60564859,6.51E-16,2.76E-09,3.24E+01
93.20900659,7.51E-16,2.75E-09,2.05E+01
58.29396416,1.17E-15,2.42E-09,2.47E+01
61.663088,9.31E-16,2.37E-09,2.58E+01
73.26173358,1.23E-15,3.30E-09,2.24E+01
94.20362989,9.94E-16,2.46E-09,1.67E+01
80.29346406,6.45E-16,2.47E-09,2.44E+01
130.5581135,1.89E-15,2.35E-09,8.55E+00
90.55216315,6.80E-16,3.19E-09,2.39E+01
86.81643406,1.11E-15,2.57E-09,1.75E+01
62.44704457,9.89E-16,2.43E-09,2.51E+01
112.5749015,1.21E-15,2.30E-09,1.23E+01
42.52399065,8.72E-16,3.26E-09,4.54E+01
123.2562885,1.47E-15,2.33E-09,1.02E+01
104.6920072,7.67E-16,2.34E-09,1.67E+01
122.034614,9.10E-16,3.20E-09,1.54E+01
134.5179959,8.94E-16,2.92E-09,1.34E+01
69.99133913,5.93E-16,2.89E-09,3.15E+01
52.26463142,1.33E-15,2.61E-09,2.68E+01
69.98325409,1.16E-15,2.45E-09,2.08E+01
78.87248791,1.02E-15,2.30E-09,1.90E+01
61.40487401,8.39E-16,2.61E-09,2.87E+01
103.7603117,1.06E-15,2.67E-09,1.53E+01
77.42801351,1.20E-15,2.70E-09,1.94E+01
85.94915373,1.09E-15,2.30E-09,1.69E+01
113.7756329,7.04E-16,2.93E-09,1.79E+01
74.58401456,1.23E-15,2.47E-09,1.90E+01
67.34609007,8.67E-16,2.42E-09,2.48E+01
59.33099263,9.50E-16,2.87E-09,2.93E+01
89.30293761,9.01E-16,2.35E-09,1.81E+01
67.4866877,1.30E-15,3.27E-09,2.35E+01
70.28943084,1.05E-15,3.50E-09,2.60E+01
67.15103204,8.18E-16,2.31E-09,2.50E+01
74.64329411,8.92E-16,2.90E-09,2.42E+01
90.98427685,1.09E-15,2.58E-09,1.69E+01
81.61250848,7.99E-16,3.37E-09,2.51E+01
75.70278786,1.26E-15,2.30E-09,1.79E+01
64.16457286,9.45E-16,2.60E-09,2.59E+01
57.15806728,8.51E-16,2.53E-09,3.02E+01
52.93444855,7.54E-16,2.50E-09,3.44E+01
108.3453816,1.40E-15,2.38E-09,1.20E+01
69.04405151,1.03E-15,2.68E-09,2.34E+01
65.11778198,1.04E-15,2.42E-09,2.34E+01
93.92158371,1.07E-15,2.52E-09,1.63E+01
105.3618077,9.02E-16,2.76E-09,1.66E+01
69.05479472,7.77E-16,2.85E-09,2.77E+01
73.73313583,1.16E-15,2.66E-09,2.05E+01
50.61673834,1.33E-15,2.53E-09,2.73E+01
72.28409569,6.98E-16,2.78E-09,2.76E+01
76.36575235,1.29E-15,2.45E-09,1.80E+01
72.26762084,8.03E-16,3.36E-09,2.83E+01
58.00448056,1.06E-15,2.67E-09,2.73E+01
111.3571833,8.02E-16,2.40E-09,1.55E+01
48.00308986,8.08E-16,2.56E-09,3.71E+01
100.2449329,8.88E-16,3.28E-09,1.92E+01
143.4676063,8.54E-16,2.33E-09,1.15E+01
30.26376898,1.20E-15,2.66E-09,4.92E+01
93.93431888,7.64E-16,3.02E-09,2.12E+01
86.06311277,1.01E-15,2.89E-09,1.97E+01
94.8136109,7.83E-16,2.34E-09,1.82E+01
62.81611538,4.59E-16,2.51E-09,3.72E+01
116.8357936,1.51E-15,3.34E-09,1.27E+01
45.6203809,1.17E-15,2.71E-09,3.34E+01
66.11000769,7.22E-16,3.41E-09,3.29E+01
73.25436246,8.49E-16,2.55E-09,2.37E+01
75.23159846,1.54E-15,2.43E-09,1.67E+01
87.87108073,1.08E-15,3.03E-09,1.91E+01
84.21625559,1.09E-15,2.93E-09,1.95E+01
87.14285032,1.11E-15,2.46E-09,1.71E+01
66.00134681,1.26E-15,2.62E-09,2.18E+01
55.17364385,1.05E-15,2.58E-09,2.84E+01
116.1022049,1.26E-15,2.61E-09,1.24E+01
123.8301108,1.41E-15,2.83E-09,1.14E+01
66.55282513,1.08E-15,3.23E-09,2.60E+01
51.17363235,1.00E-15,2.42E-09,3.04E+01
77.3615925,8.12E-16,2.36E-09,2.20E+01
82.0198996,1.15E-15,3.14E-09,2.02E+01
77.38195334,1.11E-15,2.51E-09,1.94E+01
109.6675025,1.02E-15,2.99E-09,1.56E+01
104.153817,1.35E-15,2.68E-09,1.35E+01
75.24478222,9.38E-16,2.39E-09,2.12E+01
96.1398317,1.07E-15,2.40E-09,1.56E+01
72.54158166,8.96E-16,2.38E-09,2.24E+01
95.33353506,1.09E-15,2.35E-09,1.54E+01
72.14469012,1.17E-15,2.37E-09,1.97E+01
79.63035396,6.86E-16,3.02E-09,2.63E+01
83.3378454,5.56E-16,2.55E-09,2.57E+01
61.56039582,7.99E-16,2.44E-09,2.84E+01
101.1707216,1.14E-15,2.48E-09,1.46E+01
92.71541203,1.44E-15,2.80E-09,1.50E+01
94.97694784,1.10E-15,2.87E-09,1.70E+01
55.37959977,7.69E-16,2.37E-09,3.17E+01
53.04656353,1.28E-15,2.38E-09,2.57E+01
104.6197438,1.36E-15,2.71E-09,1.35E+01
108.9446017,5.84E-16,2.41E-09,1.87E+01
77.55611189,1.79E-15,3.26E-09,1.74E+01
95.2790245,8.85E-16,2.34E-09,1.71E+01
65.47002504,1.06E-15,2.74E-09,2.46E+01
86.842624,7.43E-16,2.60E-09,2.16E+01
88.45150245,8.50E-16,2.61E-09,1.98E+01
85.3387797,1.21E-15,2.61E-09,1.72E+01
63.62495228,1.07E-15,3.02E-09,2.64E+01
76.07844825,8.25E-16,2.39E-09,2.24E+01
97.45983112,7.20E-16,2.37E-09,1.86E+01
69.9242208,9.91E-16,3.28E-09,2.60E+01
74.21416331,9.30E-16,2.53E-09,2.22E+01
50.61135492,7.60E-16,3.54E-09,4.26E+01
78.72319801,5.15E-16,2.68E-09,2.90E+01
95.9192227,1.04E-15,2.93E-09,1.75E+01
69.05553267,1.01E-15,3.23E-09,2.59E+01
51.03636402,8.02E-16,2.87E-09,3.71E+01
85.28472257,1.27E-15,3.28E-09,1.89E+01
53.82798987,1.21E-15,2.99E-09,2.92E+01
121.5365136,5.00E-16,2.89E-09,1.98E+01
76.34126755,5.96E-16,2.89E-09,2.88E+01
67.51356876,1.11E-15,2.68E-09,2.30E+01
91.90231318,8.82E-16,3.01E-09,2.01E+01
79.43117745,1.04E-15,2.55E-09,1.97E+01
146.9302662,5.93E-16,2.38E-09,1.36E+01
72.65657327,1.15E-15,2.40E-09,1.99E+01
110.919224,6.60E-16,2.36E-09,1.71E+01
43.36590149,7.60E-16,2.59E-09,4.26E+01
102.590455,1.25E-15,2.94E-09,1.49E+01
89.51454327,1.69E-15,3.58E-09,1.63E+01
84.90950491,8.43E-16,2.73E-09,2.12E+01
83.01028407,3.45E-16,2.38E-09,3.16E+01
91.17400326,5.08E-16,2.60E-09,2.48E+01
29.60875185,5.69E-16,2.46E-09,7.02E+01
109.1894901,8.40E-16,2.72E-09,1.65E+01
84.05898326,1.13E-15,2.90E-09,1.90E+01
167.071924,1.20E-15,2.71E-09,8.99E+00
93.12405668,6.80E-16,2.38E-09,2.01E+01
79.73493331,1.42E-15,3.00E-09,1.82E+01
95.79008088,1.00E-15,3.39E-09,1.92E+01
77.18311372,1.02E-15,3.43E-09,2.38E+01
49.39188454,6.83E-16,2.86E-09,4.14E+01
63.88767471,1.29E-15,3.33E-09,2.51E+01
76.74681853,8.31E-16,2.83E-09,2.41E+01
80.93127873,1.71E-15,3.04E-09,1.65E+01
80.32661865,7.07E-16,2.74E-09,2.45E+01
57.97022554,8.10E-16,2.51E-09,3.03E+01
70.52771184,8.38E-16,2.40E-09,2.40E+01
86.55936985,8.12E-16,2.46E-09,2.01E+01
109.2020705,4.82E-16,2.86E-09,2.23E+01
121.3707759,9.32E-16,3.34E-09,1.56E+01
95.42308475,8.05E-16,2.44E-09,1.82E+01
97.64380693,7.98E-16,2.51E-09,1.82E+01
80.44768101,1.17E-15,2.46E-09,1.80E+01
92.18929751,9.37E-16,3.37E-09,2.06E+01
75.41709001,8.04E-16,3.01E-09,2.57E+01
79.18886829,6.97E-16,2.80E-09,2.53E+01
71.61914361,1.06E-15,2.37E-09,2.09E+01
47.39649878,1.02E-15,3.02E-09,3.63E+01
84.89730325,1.12E-15,3.13E-09,1.97E+01
61.49915706,1.42E-15,3.25E-09,2.46E+01
107.0343136,6.29E-16,2.94E-09,2.02E+01
80.95845591,7.86E-16,3.43E-09,2.58E+01
75.301859,1.06E-15,3.59E-09,2.45E+01
122.6512199,1.16E-15,2.43E-09,1.18E+01
38.17265104,1.48E-15,2.71E-09,3.54E+01
116.1399582,8.83E-16,2.50E-09,1.45E+01
87.75588022,7.85E-16,2.77E-09,2.14E+01
71.73566297,1.19E-15,2.66E-09,2.08E+01
70.08216295,8.85E-16,2.82E-09,2.55E+01
80.32234721,8.19E-16,2.67E-09,2.25E+01
105.1831936,8.40E-16,2.75E-09,1.72E+01
61.66682568,1.39E-15,2.63E-09,2.23E+01
44.55395336,1.05E-15,2.44E-09,3.42E+01
68.47274728,8.67E-16,3.30E-09,2.85E+01
64.60695022,6.45E-16,2.84E-09,3.25E+01
59.62877152,1.24E-15,3.11E-09,2.65E+01
90.74047859,8.83E-16,2.88E-09,1.99E+01
87.88245051,7.47E-16,3.10E-09,2.32E+01
