Wire-Length,Wire-Width,Temperature,Resistance
4.38E-06,7.50E-08,55.96543938,93.77465759
3.64E-06,1.30E-07,66.84494205,47.15450812
5.17E-06,6.81E-08,39.23751422,114.635687
4.85E-06,5.65E-08,56.32164656,133.9394607
4.44E-06,1.01E-07,53.51130412,73.40749168
4.54E-06,1.07E-07,33.77071306,63.04686052
5.49E-06,9.10E-08,56.96471579,94.61119156
6.62E-06,1.38E-07,36.49532406,74.05106116
4.76E-06,8.47E-08,68.18455308,93.90323626
4.78E-06,1.02E-07,31.70771864,73.05075736
4.68E-06,1.04E-07,65.54040875,77.40005389
5.81E-06,1.05E-07,56.64074675,97.91040071
5.84E-06,1.03E-07,49.73850241,89.41425437
4.58E-06,1.17E-07,39.43043326,61.07328933
5.56E-06,1.12E-07,70.09481297,90.90913968
3.48E-06,9.74E-08,56.62923962,65.17924139
6.04E-06,9.48E-08,41.84144252,97.80440926
7.12E-06,1.16E-07,56.36932899,97.43283668
4.31E-06,1.21E-07,35.6404916,55.21548519
5.60E-06,9.46E-08,37.74726675,105.7083834
6.75E-06,4.92E-08,52.80115553,214.2583327
5.34E-06,1.01E-07,60.70998192,86.12074848
6.07E-06,1.11E-07,37.83796789,85.75189908
5.81E-06,9.77E-08,38.6628168,90.32204638
6.04E-06,5.41E-08,59.34716104,178.6329127
5.18E-06,9.66E-08,55.87581502,90.09691143
5.43E-06,9.55E-08,60.19825352,94.91964654
4.85E-06,1.03E-07,41.08177968,73.15681437
4.23E-06,7.69E-08,47.95298856,88.89480331
4.65E-06,1.12E-07,16.23246181,62.6249836
6.04E-06,1.11E-07,61.31994569,89.49886493
4.96E-06,8.06E-08,42.94555254,96.59673372
4.59E-06,1.02E-07,60.14261876,79.67697206
3.83E-06,8.96E-08,66.43098802,76.1475307
5.17E-06,1.15E-07,56.7198022,71.88679988
3.54E-06,1.14E-07,47.62234715,45.88043741
5.73E-06,1.10E-07,78.4358428,87.17638537
6.89E-06,5.72E-08,32.10309465,172.4317875
4.85E-06,1.15E-07,36.27905896,67.38874807
4.67E-06,1.38E-07,38.08861079,50.82385416
5.10E-06,1.30E-07,39.77762125,59.68200983
5.89E-06,1.07E-07,59.61165709,81.18387317
4.77E-06,1.31E-07,55.44689687,61.59175598
3.60E-06,1.13E-07,53.53494645,54.29240175
5.55E-06,1.02E-07,26.44538137,79.61530305
5.02E-06,1.08E-07,52.17155187,72.87597896
4.56E-06,7.93E-08,78.61174481,96.28331506
7.07E-06,9.89E-08,51.13802699,128.0904328
4.50E-06,1.08E-07,74.64048727,72.91783554
4.02E-06,8.02E-08,47.35384229,83.3887589
3.31E-06,1.09E-07,44.44931145,43.24793256
3.71E-06,1.05E-07,21.49409022,45.04657678
3.29E-06,1.15E-07,46.47709293,41.006084
4.41E-06,8.03E-08,62.6359685,90.07408137
7.20E-06,1.04E-07,48.10309537,112.9971251
3.69E-06,7.73E-08,45.71819947,73.80043653
5.76E-06,1.23E-07,59.95226817,77.72037707
3.28E-06,1.22E-07,40.66985192,40.66924007
6.97E-06,1.11E-07,57.93785156,102.5486394
5.07E-06,1.00E-07,42.27799211,78.16899505
5.47E-06,7.61E-08,40.01270373,109.4331281
5.69E-06,1.05E-07,51.93943533,91.04144148
5.25E-06,8.82E-08,41.78398703,94.07635327
4.75E-06,9.20E-08,61.43085,97.29811841
5.66E-06,8.11E-08,90.17265469,125.2309654
6.48E-06,8.84E-08,55.85392813,126.0458907
4.91E-06,1.01E-07,72.3881473,91.85360619
5.56E-06,7.64E-08,73.24803771,134.8371849
5.29E-06,1.12E-07,51.09616876,76.08233741
5.95E-06,1.05E-07,78.05735072,102.8640756
6.56E-06,1.09E-07,13.807658,82.41907443
5.58E-06,1.12E-07,48.89419928,80.59015956
4.30E-06,1.01E-07,38.0918092,71.54673121
4.21E-06,9.42E-08,51.04139074,69.86082827
5.18E-06,8.26E-08,36.27693625,98.32194171
4.88E-06,1.36E-07,65.55451513,61.27965111
4.87E-06,1.26E-07,49.405741,65.2568137
5.66E-06,1.25E-07,62.84263629,73.7216518
4.52E-06,1.17E-07,40.65381061,56.88568093
4.61E-06,1.03E-07,38.10642426,66.62181141
5.20E-06,8.69E-08,58.42034617,104.3707663
4.39E-06,1.01E-07,75.48677982,85.17386299
4.68E-06,1.29E-07,39.54669104,56.0397835
4.59E-06,1.16E-07,53.25778108,59.10712199
4.07E-06,9.45E-08,65.31439914,71.75651896
4.24E-06,1.00E-07,56.24621536,72.64551228
4.91E-06,1.42E-07,47.78150192,55.00141108
4.18E-06,1.31E-07,56.73722844,51.04163499
3.13E-06,1.11E-07,54.67646728,44.97460613
5.36E-06,1.24E-07,51.64303877,75.39162256
4.86E-06,1.01E-07,76.39620769,85.49397203
4.61E-06,1.01E-07,75.11362947,79.13247243
4.88E-06,7.06E-08,29.76156945,96.89882288
5.68E-06,1.27E-07,31.55611545,65.96731945
7.40E-06,1.17E-07,43.23962576,93.7747584
6.07E-06,1.09E-07,52.73629815,89.14965734
5.38E-06,9.93E-08,36.09003796,83.25434645
3.96E-06,8.70E-08,49.19558198,71.53860045
4.65E-06,9.74E-08,66.71703592,79.44512201
6.27E-06,7.13E-08,91.02694925,149.3403245
7.15E-06,1.19E-07,55.57623092,101.4071536
5.20E-06,8.29E-08,35.42283192,96.95415017
5.85E-06,1.05E-07,75.15575885,94.6839038
3.70E-06,9.81E-08,49.91182873,54.03511712
5.97E-06,1.15E-07,45.40287535,79.4231041
4.82E-06,7.81E-08,62.34056324,107.2435096
3.42E-06,1.04E-07,28.16581944,49.40846276
5.60E-06,1.49E-07,42.35910012,58.91937591
5.23E-06,1.13E-07,41.33924318,70.90852042
6.47E-06,9.41E-08,50.15185157,107.2928993
4.61E-06,1.34E-07,56.06433056,57.97014286
4.90E-06,1.27E-07,56.94400058,63.60564859
4.28E-06,8.07E-08,54.59899202,93.20900659
4.51E-06,1.20E-07,32.90789457,58.29396416
3.90E-06,8.99E-08,58.46370542,61.663088
4.41E-06,9.58E-08,58.24350909,73.26173358
4.86E-06,8.06E-08,57.08489016,94.20362989
5.26E-06,1.14E-07,45.73040844,80.29346406
5.41E-06,6.84E-08,37.28993297,130.5581135
4.71E-06,8.11E-08,45.88893531,90.55216315
7.23E-06,1.21E-07,41.06071426,86.81643406
3.59E-06,9.13E-08,51.18914987,62.44704457
4.69E-06,6.95E-08,55.04699964,112.5749015
3.64E-06,1.28E-07,42.26650426,42.52399065
5.47E-06,6.99E-08,52.60077851,123.2562885
5.16E-06,8.59E-08,55.79565072,104.6920072
6.43E-06,8.77E-08,53.30418211,122.034614
5.93E-06,7.18E-08,47.20958118,134.5179959
5.00E-06,1.04E-07,57.09843433,69.99133913
5.13E-06,1.49E-07,37.23541034,52.26463142
3.37E-06,7.85E-08,29.97430027,69.98325409
5.18E-06,1.17E-07,58.36918764,78.87248791
3.89E-06,1.06E-07,46.38825694,61.40487401
4.87E-06,8.05E-08,61.14027641,103.7603117
5.11E-06,1.05E-07,37.5073164,77.42801351
5.49E-06,1.10E-07,56.5341406,85.94915373
4.80E-06,7.16E-08,42.75403476,113.7756329
5.47E-06,1.18E-07,41.16729543,74.58401456
4.01E-06,1.04E-07,43.39176096,67.34609007
3.83E-06,9.89E-08,58.26405329,59.33099263
5.39E-06,9.85E-08,58.27497053,89.30293761
5.08E-06,1.12E-07,53.26008831,67.4866877
4.77E-06,1.05E-07,49.78935765,70.28943084
4.47E-06,1.06E-07,43.06972216,67.15103204
5.16E-06,1.04E-07,48.20248931,74.64329411
5.31E-06,8.94E-08,36.83145984,90.98427685
5.79E-06,1.13E-07,51.8200013,81.61250848
4.87E-06,1.06E-07,48.73566168,75.70278786
4.71E-06,1.10E-07,59.50854955,64.16457286
4.64E-06,1.27E-07,38.71951594,57.15806728
4.11E-06,1.27E-07,58.93414309,52.93444855
8.24E-06,1.12E-07,36.52741997,108.3453816
2.90E-06,7.67E-08,76.50114983,69.04405151
5.15E-06,1.15E-07,38.75778595,65.11778198
4.84E-06,7.90E-08,40.10547999,93.92158371
5.69E-06,7.97E-08,59.51633833,105.3618077
5.13E-06,1.17E-07,46.69016094,69.05479472
4.84E-06,1.13E-07,46.76017935,73.73313583
4.65E-06,1.25E-07,30.52119817,50.61673834
4.80E-06,9.65E-08,45.16485177,72.28409569
4.88E-06,1.04E-07,52.89509097,76.36575235
3.66E-06,8.54E-08,40.90050709,72.26762084
3.42E-06,8.73E-08,27.80710429,58.00448056
5.16E-06,6.45E-08,43.11696423,111.3571833
3.23E-06,1.10E-07,44.22807291,48.00308986
4.49E-06,8.62E-08,66.32637933,100.2449329
6.93E-06,8.36E-08,57.51554371,143.4676063
1.99E-06,1.14E-07,50.01070449,30.26376898
6.98E-06,1.17E-07,42.47549213,93.93431888
5.68E-06,8.81E-08,37.12721163,86.06311277
5.00E-06,9.45E-08,76.53104331,94.8136109
5.55E-06,1.25E-07,56.46161439,62.81611538
5.76E-06,8.78E-08,55.91453147,116.8357936
4.14E-06,1.49E-07,45.82210696,45.6203809
5.09E-06,1.19E-07,36.25513412,66.11000769
4.40E-06,8.60E-08,45.1699452,73.25436246
4.87E-06,1.09E-07,46.19633385,75.23159846
6.82E-06,1.23E-07,47.55703784,87.87108073
4.93E-06,9.35E-08,39.12214787,84.21625559
5.25E-06,9.04E-08,23.11438324,87.14285032
4.55E-06,1.16E-07,41.809025,66.00134681
4.48E-06,1.23E-07,28.89583719,55.17364385
5.28E-06,7.64E-08,42.35462759,116.1022049
5.22E-06,6.95E-08,66.94169424,123.8301108
4.37E-06,9.96E-08,57.33532012,66.55282513
3.64E-06,1.05E-07,45.44965244,51.17363235
4.42E-06,1.01E-07,63.73239653,77.3615925
3.98E-06,8.43E-08,58.5779157,82.0198996
5.63E-06,1.18E-07,35.9024091,77.38195334
6.10E-06,9.45E-08,49.57732851,109.6675025
6.35E-06,9.86E-08,64.31979596,104.153817
5.83E-06,1.33E-07,39.55099208,75.24478222
6.91E-06,1.09E-07,47.33453979,96.1398317
5.22E-06,1.02E-07,20.79812395,72.54158166
4.54E-06,7.95E-08,18.36367414,95.33353506
3.69E-06,8.79E-08,48.16482885,72.14469012
6.08E-06,1.08E-07,36.15089559,79.63035396
4.92E-06,9.75E-08,48.19276471,83.3378454
4.65E-06,1.23E-07,43.7420241,61.56039582
6.71E-06,1.19E-07,57.65896691,101.1707216
5.61E-06,9.25E-08,52.1446391,92.71541203
5.32E-06,9.33E-08,55.61810104,94.97694784
3.53E-06,9.12E-08,42.94712555,55.37959977
3.80E-06,1.17E-07,62.88449617,53.04656353
5.09E-06,7.74E-08,61.58019022,104.6197438
4.63E-06,6.86E-08,58.60982112,108.9446017
4.39E-06,9.71E-08,63.5494281,77.55611189
6.38E-06,1.05E-07,52.32480228,95.2790245
4.54E-06,1.06E-07,55.70752656,65.47002504
4.02E-06,7.01E-08,51.76074006,86.842624
5.52E-06,1.01E-07,43.99542652,88.45150245
6.01E-06,1.24E-07,64.15646814,85.3387797
4.07E-06,9.57E-08,56.72887117,63.62495228
5.22E-06,1.03E-07,48.28941803,76.07844825
5.29E-06,9.90E-08,60.71055689,97.45983112
5.47E-06,1.26E-07,50.39927792,69.9242208
4.09E-06,8.01E-08,51.31161011,74.21416331
3.22E-06,1.09E-07,45.74706634,50.61135492
5.07E-06,9.71E-08,33.43336465,78.72319801
5.53E-06,9.18E-08,49.48871127,95.9192227
4.99E-06,1.19E-07,54.18019641,69.05553267
3.80E-06,1.20E-07,51.30064728,51.03636402
6.77E-06,1.38E-07,51.33486698,85.28472257
3.64E-06,1.22E-07,59.27861967,53.82798987
6.59E-06,8.78E-08,44.13119875,121.5365136
4.56E-06,8.97E-08,30.47739167,76.34126755
4.90E-06,1.18E-07,54.77886715,67.51356876
5.00E-06,8.58E-08,40.52980878,91.90231318
5.33E-06,1.09E-07,40.75838135,79.43117745
6.20E-06,7.27E-08,47.55695367,146.9302662
5.95E-06,1.27E-07,53.25884918,72.65657327
7.67E-06,1.13E-07,39.79322557,110.919224
3.26E-06,1.03E-07,35.44918675,43.36590149
6.92E-06,1.09E-07,50.26027065,102.590455
3.86E-06,6.94E-08,56.21431638,89.51454327
5.66E-06,1.15E-07,50.79671604,84.90950491
6.49E-06,1.31E-07,61.61043663,83.01028407
5.40E-06,1.00E-07,73.35142955,91.17400326
2.86E-06,1.29E-07,28.89644995,29.60875185
4.58E-06,6.20E-08,40.62864924,109.1894901
5.65E-06,1.02E-07,38.47426721,84.05898326
7.06E-06,6.30E-08,44.58325167,167.071924
5.46E-06,9.92E-08,42.2496072,93.12405668
4.52E-06,9.56E-08,51.45492881,79.73493331
7.04E-06,1.16E-07,51.83187541,95.79008088
5.94E-06,1.22E-07,46.00462707,77.18311372
3.70E-06,1.12E-07,29.59514599,49.39188454
4.57E-06,1.13E-07,51.91113486,63.88767471
4.22E-06,8.71E-08,43.13194835,76.74681853
4.76E-06,1.02E-07,47.15094135,80.93127873
5.41E-06,1.15E-07,57.2904599,80.32661865
3.89E-06,9.93E-08,41.50520459,57.97022554
5.30E-06,1.25E-07,57.97219541,70.52771184
4.38E-06,9.17E-08,73.8777876,86.55936985
6.37E-06,1.04E-07,47.79538798,109.2020705
4.61E-06,7.32E-08,80.76223505,121.3707759
5.89E-06,9.27E-08,43.67660083,95.42308475
5.48E-06,1.02E-07,60.3475257,97.64380693
4.45E-06,8.57E-08,26.68389316,80.44768101
4.26E-06,7.09E-08,36.16509735,92.18929751
6.62E-06,1.39E-07,60.0712231,75.41709001
4.08E-06,8.02E-08,34.36966935,79.18886829
5.99E-06,1.36E-07,47.33443611,71.61914361
4.27E-06,1.33E-07,52.34489211,47.39649878
5.04E-06,9.64E-08,43.49480057,84.89730325
4.47E-06,1.13E-07,57.13004398,61.49915706
5.89E-06,8.74E-08,38.62324258,107.0343136
4.10E-06,9.15E-08,60.00162267,80.95845591
4.19E-06,8.80E-08,53.28927684,75.301859
5.30E-06,7.26E-08,61.79196965,122.6512199
3.25E-06,1.52E-07,52.80055284,38.17265104
5.57E-06,7.31E-08,68.59931532,116.1399582
4.88E-06,1.01E-07,61.75719275,87.75588022
4.48E-06,1.04E-07,36.80589443,71.73566297
3.96E-06,9.30E-08,46.74178811,70.08216295
4.13E-06,7.50E-08,35.97676875,80.32234721
4.73E-06,8.24E-08,50.08367942,105.1831936
5.06E-06,1.23E-07,31.45347711,61.66682568
3.16E-06,1.16E-07,42.68255557,44.55395336
2.98E-06,8.09E-08,73.67585121,68.47274728
4.50E-06,9.73E-08,42.00129784,64.60695022
4.44E-06,1.14E-07,35.11992513,59.62877152
4.62E-06,7.27E-08,20.54504922,90.74047859
5.02E-06,9.15E-08,27.94239949,87.88245051
2.91E-06,1.15E-07,68.51100919,49.03389173
6.24E-06,1.33E-07,70.19802818,79.02321791
4.18E-06,1.09E-07,54.82647362,59.80544082
4.46E-06,1.05E-07,33.8419795,61.99789358
3.96E-06,1.01E-07,15.70343108,58.30920406
6.16E-06,6.71E-08,59.764435,141.5103993
4.57E-06,1.19E-07,37.88347405,65.10172237
3.13E-06,1.10E-07,42.41929204,40.05196084
4.39E-06,1.14E-07,71.9474196,69.49903963
5.57E-06,1.10E-07,62.75055272,86.13209842
4.84E-06,1.15E-07,69.64133762,75.36654023
4.39E-06,9.61E-08,38.15523152,70.09040697
6.01E-06,8.47E-08,70.23341933,119.1200244
6.04E-06,7.67E-08,47.25801056,118.4869619
4.16E-06,9.07E-08,47.66360391,70.07028519
4.10E-06,8.04E-08,46.36875749,71.94922403
5.48E-06,9.16E-08,46.9670416,100.302849
6.60E-06,9.48E-08,35.11763259,110.2921154
4.07E-06,1.21E-07,67.85535963,57.61083341
4.71E-06,8.36E-08,58.85522822,106.3998004
5.09E-06,1.04E-07,44.85524047,73.0212161
3.88E-06,8.93E-08,68.63166177,85.94286295
4.53E-06,9.64E-08,52.04638088,70.15631569
3.88E-06,1.07E-07,47.37709639,57.41423429
6.91E-06,9.75E-08,50.23675626,112.3964617
3.78E-06,8.37E-08,59.72154992,72.79850822
5.89E-06,5.59E-08,33.30222259,163.1862233
5.04E-06,8.62E-08,49.75089139,102.1422992
6.21E-06,1.27E-07,65.33603351,91.3804555
5.39E-06,7.44E-08,42.26516451,123.5970279
4.58E-06,1.06E-07,68.69213909,68.88108343
7.34E-06,1.06E-07,28.16251963,100.381106
2.83E-06,1.14E-07,42.71414466,40.29781191
4.61E-06,6.90E-08,44.22778528,98.0933963
4.75E-06,8.36E-08,59.61429171,88.9843002
5.80E-06,1.10E-07,59.46085131,86.68550076
5.50E-06,9.83E-08,46.44792284,83.82070519
4.15E-06,8.13E-08,64.43314394,80.93025556
5.35E-06,9.30E-08,33.3223411,94.58218098
5.53E-06,6.70E-08,47.37268252,144.2247448
4.80E-06,1.22E-07,25.3535901,54.10621359
4.94E-06,9.24E-08,63.92934325,87.30182985
5.59E-06,8.67E-08,40.89221318,104.2844826
6.62E-06,1.05E-07,61.14007318,110.2782765
4.93E-06,9.51E-08,50.65676366,95.4820254
4.87E-06,8.44E-08,61.16037581,111.5262223
4.37E-06,1.01E-07,46.02686357,69.59318685
5.33E-06,1.05E-07,35.12513766,80.97023058
4.91E-06,1.13E-07,58.7370888,73.05065308
5.16E-06,1.02E-07,43.13664802,78.68954456
4.56E-06,1.04E-07,35.23797529,65.65031405
4.20E-06,1.01E-07,57.59302702,72.66992767
3.76E-06,1.01E-07,52.7219477,64.40491096
5.83E-06,1.02E-07,50.21988268,93.55752429
6.06E-06,1.16E-07,47.79025941,82.3439026
4.56E-06,1.07E-07,61.69351092,69.18929906
4.82E-06,9.49E-08,41.04840238,83.6381652
4.36E-06,1.07E-07,74.10702472,68.81239418
4.55E-06,9.51E-08,46.53049536,81.07301625
4.78E-06,9.52E-08,51.42849425,85.5627989
6.77E-06,7.26E-08,68.96957273,184.8020175
4.54E-06,1.28E-07,33.79803266,56.65984051
2.35E-06,6.71E-08,47.18436901,66.24724645
5.96E-06,1.06E-07,40.34802651,89.44382805
6.30E-06,9.49E-08,23.90023437,103.3558362
5.62E-06,7.73E-08,38.98523548,107.9606143
6.38E-06,7.96E-08,65.90001017,128.7743185
4.80E-06,8.93E-08,58.80349573,93.90916165
5.02E-06,1.01E-07,52.89861829,79.98270194
4.76E-06,7.39E-08,70.7651824,112.5828924
4.27E-06,1.23E-07,67.91966968,62.62645766
4.82E-06,1.32E-07,52.73055884,59.86350494
4.81E-06,9.54E-08,80.88209151,90.85007594
4.96E-06,7.81E-08,44.00768079,100.0160463
4.71E-06,9.21E-08,50.49776666,87.47474982
5.85E-06,6.27E-08,41.63385305,147.3652809
6.65E-06,8.31E-08,49.08699012,113.7247058
5.14E-06,1.05E-07,59.48457862,78.76028998
5.96E-06,8.17E-08,68.44478789,125.026351
4.63E-06,1.12E-07,56.0060821,67.69496927
5.84E-06,4.81E-08,66.51519492,185.5258029
6.18E-06,1.08E-07,68.19843567,93.97754643
7.57E-06,1.01E-07,59.04758522,115.6130966
4.87E-06,1.27E-07,54.18988357,65.16958075
3.55E-06,7.99E-08,38.60750326,79.94913105
7.06E-06,8.75E-08,38.88849732,116.9092191
5.84E-06,7.74E-08,50.23820202,113.2254388
3.85E-06,8.21E-08,31.71480933,66.53218647
4.80E-06,1.24E-07,52.70626663,62.67743767
3.81E-06,9.86E-08,45.11156884,57.66159525
5.53E-06,8.17E-08,54.18071992,110.3529916
5.44E-06,6.86E-08,42.10621313,123.8145622
6.42E-06,8.99E-08,31.60505512,112.0907958
6.14E-06,1.13E-07,33.51292057,79.72656668
5.95E-06,1.18E-07,29.33836056,74.73283432
5.47E-06,1.23E-07,64.90749427,75.38342914
5.13E-06,8.63E-08,61.87464457,96.61067715
4.10E-06,1.17E-07,46.34165228,52.52645755
4.31E-06,9.87E-08,38.38714553,61.99353839
4.47E-06,7.58E-08,56.17340874,93.02548031
4.33E-06,6.30E-08,59.85210258,105.9723634
5.33E-06,6.42E-08,33.01469043,107.9397055
6.02E-06,1.07E-07,70.97701573,88.49043301
4.02E-06,1.28E-07,65.21972743,53.57435735
5.04E-06,1.19E-07,64.81996159,72.3479431
5.74E-06,8.76E-08,48.26238534,110.8414228
5.16E-06,1.35E-07,65.23774268,62.36524523
6.22E-06,1.30E-07,41.7363455,76.64159316
6.24E-06,9.91E-08,44.62022679,91.70690863
5.21E-06,1.30E-07,51.8200823,65.1043379
4.06E-06,1.40E-07,43.94842182,47.93200233
4.34E-06,9.85E-08,70.37923239,76.71693307
4.40E-06,5.05E-08,50.39414445,136.2311989
4.20E-06,1.17E-07,57.97531391,59.80284984
3.04E-06,8.17E-08,37.85125691,55.38902124
6.26E-06,9.24E-08,49.66536849,113.4261356
4.19E-06,7.18E-08,30.87478959,88.33083065
5.54E-06,8.30E-08,56.4286971,107.371935
4.81E-06,9.25E-08,69.70231349,84.75836685
5.62E-06,1.16E-07,27.15243183,75.38216133
5.90E-06,9.99E-08,46.40879499,91.266509
4.38E-06,1.05E-07,44.66553276,65.61173588
5.50E-06,6.92E-08,43.18212426,138.5985578
6.01E-06,9.38E-08,48.10560577,95.89022495
4.97E-06,1.31E-07,41.48088894,61.11007021
4.05E-06,1.14E-07,53.70054845,57.47533627
5.92E-06,9.61E-08,32.78248855,93.3815703
4.23E-06,1.15E-07,34.17048648,53.5194654
4.97E-06,6.49E-08,53.10620399,125.6100908
5.65E-06,9.22E-08,61.42614746,105.8746886
6.22E-06,1.37E-07,75.52501992,79.29058684
3.83E-06,1.14E-07,44.15033201,48.29878684
5.08E-06,8.94E-08,37.86196594,92.18657952
4.88E-06,6.88E-08,59.49806577,122.9073122
4.91E-06,9.72E-08,66.56831264,84.64801167
4.23E-06,1.00E-07,69.34357935,70.55940522
5.93E-06,1.30E-07,56.86564868,69.74443783
5.15E-06,9.99E-08,34.12750526,77.42427545
3.83E-06,9.10E-08,40.83652568,70.56615581
5.46E-06,8.83E-08,40.32303069,100.5346789
4.66E-06,6.81E-08,38.82930697,121.0769492
5.39E-06,1.35E-07,62.7551416,70.45715047
4.06E-06,1.24E-07,63.36349921,56.2544353
4.29E-06,9.94E-08,31.18535573,66.34474131
6.23E-06,9.48E-08,47.3480008,102.9954334
5.11E-06,1.13E-07,71.73432457,82.09427166
5.11E-06,8.15E-08,61.48751017,96.28836141
4.09E-06,7.51E-08,46.43624546,92.98961359
4.27E-06,1.04E-07,46.43484879,66.61910447
4.23E-06,9.35E-08,76.20510357,82.50295805
3.45E-06,8.89E-08,63.8467087,69.01109908
3.86E-06,8.70E-08,53.70555978,73.37844597
5.13E-06,8.66E-08,71.55985522,114.6799875
3.60E-06,1.07E-07,58.08938977,51.7686602
5.60E-06,1.05E-07,27.85361239,78.33790284
5.82E-06,1.09E-07,67.08448405,93.84758595
6.15E-06,8.26E-08,40.01950285,131.1215715
6.05E-06,7.71E-08,36.10054435,117.1834205
6.26E-06,8.22E-08,51.50659852,114.1615585
6.47E-06,9.04E-08,39.84224066,107.8093789
4.72E-06,1.00E-07,58.37181161,73.44111683
3.40E-06,4.28E-08,40.58902255,132.9916362
4.17E-06,1.07E-07,35.26215597,59.72150546
6.01E-06,8.64E-08,52.72756762,111.2624623
4.32E-06,1.16E-07,56.97185733,62.99328777
4.37E-06,7.35E-08,63.93525458,99.79875229
6.08E-06,1.20E-07,64.37805754,99.36975902
4.65E-06,1.11E-07,36.20098565,62.62558516
2.76E-06,1.37E-07,57.88521596,34.66538532
6.24E-06,8.53E-08,46.45612526,108.6774364
4.01E-06,1.12E-07,35.71961128,59.04811254
3.26E-06,8.05E-08,45.65278359,61.7256262
2.84E-06,1.02E-07,65.56290183,50.85310875
4.89E-06,9.65E-08,63.64409224,83.87187154
5.41E-06,1.22E-07,47.33009973,70.98196715
5.51E-06,7.73E-08,51.23960184,128.0507894
5.43E-06,1.18E-07,55.35750737,70.97450098
4.53E-06,1.08E-07,74.26428429,69.9468337
5.76E-06,7.03E-08,42.71202044,130.3159348
5.24E-06,9.99E-08,53.95862816,89.69884953
5.19E-06,9.25E-08,44.9388747,83.14962405
4.38E-06,1.11E-07,32.51843312,55.23425356
4.47E-06,9.40E-08,64.23639365,82.28997914
3.42E-06,6.20E-08,48.19999766,84.21572153
4.82E-06,1.08E-07,33.36858199,66.90599228
6.44E-06,7.56E-08,49.58278476,132.5549772
4.80E-06,1.29E-07,45.84433081,62.45748949
6.15E-06,1.11E-07,32.29453002,79.40615096
3.55E-06,1.11E-07,40.19997398,55.11615677
4.65E-06,8.82E-08,27.42122974,78.12297801
4.64E-06,8.56E-08,63.65911689,94.35361824
3.26E-06,7.73E-08,47.63527279,65.72766538
4.84E-06,8.91E-08,27.07402127,86.43980855
2.98E-06,8.71E-08,31.98330233,49.09055256
2.70E-06,7.40E-08,49.92511245,64.29630515
4.46E-06,7.84E-08,53.13759172,98.32167133
5.57E-06,1.14E-07,48.36512624,76.33754821
5.16E-06,8.54E-08,31.56363459,86.31852177
3.20E-06,8.59E-08,34.23842677,61.2938301
5.45E-06,1.06E-07,37.02743639,83.32701364
5.39E-06,8.57E-08,39.19878145,94.4168587
3.30E-06,9.54E-08,62.57306175,56.04117555
5.07E-06,8.34E-08,34.37666797,96.57344996
5.97E-06,9.95E-08,48.57176764,90.45369739
5.07E-06,8.93E-08,61.85557418,86.37722673
5.76E-06,8.70E-08,52.03458759,117.7081935
3.68E-06,1.30E-07,26.96088002,43.1628334
4.94E-06,1.25E-07,32.54497526,56.96088294
5.55E-06,8.85E-08,47.61113964,95.66356921
6.49E-06,1.50E-07,47.88598041,71.96448679
5.86E-06,1.03E-07,56.47068131,95.70881094
5.57E-06,8.58E-08,49.20605721,107.8619919
5.87E-06,1.44E-07,61.23416474,70.60184611
6.46E-06,9.86E-08,60.5902695,108.6689902
4.36E-06,9.75E-08,45.52949832,72.56107921
4.32E-06,1.43E-07,61.1525163,45.97989693
3.15E-06,7.16E-08,23.8849104,59.3666666
5.36E-06,9.54E-08,43.63287257,86.81106077
4.48E-06,9.98E-08,65.81098316,75.72247372
3.92E-06,1.20E-07,59.31874845,57.57358988
2.62E-06,8.29E-08,28.2757453,43.82733452
5.67E-06,1.25E-07,46.34398075,72.21876132
4.53E-06,1.02E-07,68.50362615,82.10963201
5.44E-06,1.05E-07,56.13030221,88.4804683
4.58E-06,1.17E-07,36.21256283,57.38111435
5.25E-06,9.82E-08,56.54896528,79.93778575
3.81E-06,1.17E-07,25.34212438,43.46042093
6.00E-06,7.53E-08,29.73350195,110.5959362
4.84E-06,4.86E-08,35.72819178,170.0382278
4.05E-06,8.28E-08,43.28504571,73.97259575
3.42E-06,6.53E-08,44.83532658,92.64730006
2.54E-06,1.05E-07,77.3290884,46.79336844
4.94E-06,1.29E-07,49.10287745,58.90694735
5.02E-06,1.24E-07,38.08350312,64.46495567
5.63E-06,8.38E-08,35.9270798,100.271324
4.64E-06,6.21E-08,39.86928592,106.6756532
3.36E-06,9.09E-08,40.98863649,57.05831832
4.24E-06,1.06E-07,55.68217877,72.71134046
3.39E-06,1.38E-07,34.13088958,34.72517705
6.94E-06,6.16E-08,45.10581943,184.801024
4.53E-06,1.17E-07,65.55456389,65.80860752
5.21E-06,8.01E-08,59.56144633,113.4455699
4.37E-06,5.99E-08,44.80667523,112.2858214
4.26E-06,9.84E-08,45.54762687,68.91168566
2.65E-06,1.24E-07,56.37076883,36.71791635
5.17E-06,1.36E-07,64.09654446,65.38965154
3.52E-06,5.90E-08,59.74760049,102.7013236
4.29E-06,1.01E-07,33.45048016,61.32724845
4.74E-06,1.40E-07,48.0833271,55.36453498
4.26E-06,1.19E-07,50.7374731,47.85507445
5.25E-06,9.74E-08,51.09594285,85.02061295
4.25E-06,9.13E-08,43.91488321,69.242192
7.87E-06,9.22E-08,51.11281117,131.1683245
5.16E-06,9.65E-08,54.1755277,81.40394961
